Gene	JXQ-3D-1279R1	JXQ-3D-1279R2	JXQ-3D-1279R3	JXQ-3D-1279R4	JXQ-3D-1279R5	JXQ-3D-1279R6	JXQ-3D-1279R7	JXQ-3D-1279R8	JXQ-3D-1279R9	JXQ-3D-1405R1	JXQ-3D-1405R2	JXQ-3D-1405R3	JXQ-3D-1405R4	JXQ-3D-1436R1	JXQ-3D-1436R2	JXQ-3D-1436R3	JXQ-3D-1436R4	JXQ-3D-1436R5	JXQ-3D-1436R6	JXQ-3D-4160R1	JXQ-3D-4160R2	JXQ-3D-4160R3	JXQ-3D-4256R1	JXQ-3D-4256R2	JXQ-3D-4256R3	JXQ-3D-668R1	JXQ-3D-668R2	JXQ-3D-668R3	JXQ-3D-668R4	JXQ-3D-902R1	JXQ-3D-902R2	JXQ-3D-902R3	JXQ-3D-902R4	JXQ-3D-902R5	JXQ-3D-902R6	JXQ-3D-902R7	JXQ-3D-902R8	JXQ-3D-902R9
LGALS4	-6.6439	-3.5925	-4.4243	-6.6439	-4.4805	-2.5558	-6.6439	-1.0512	-6.6439	9.0752	7.7364	8.2747	7.0736	-6.6439	-4.4414	-4.4762	-4.5014	-2.3406	-6.6439	-3.0938	-3.5691	-3.7551	-2.2733	-4.3401	-2.0748	-6.6439	-6.6439	-3.0721	-1.7423	-1.9673	-4.5918	-2.4179	-4.3227	-2.1348	-2.0706	-3.7376	-6.6439	-6.6439
ZNF542	1.0223	0.0524	1.2005	1.8551	2.0843	2.6318	1.1389	2.8109	2.2918	0.796	2.3755	2.9264	0.316	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-5.4769	-6.6439	1.3733	2.3713	1.0872	1.9904	2.107	2.6705	-2.2947	-6.6439	-6.0324	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
RNF223	-0.885	-6.6439	-6.6439	-6.6439	3.3594	-6.6439	-4.4036	4.6185	-6.6439	2.6702	4.0595	3.4858	4.7505	-6.6439	-3.4401	-6.6439	-6.6439	-6.6439	-6.6439	1.1561	2.9153	1.7209	1.3094	-0.5029	1.9799	-6.6439	-6.6439	-6.6439	3.4619	-0.9238	-0.2914	-6.6439	-2.769	-5.0266	-2.629	-0.7761	0.9191	-3.0017
COL6A3	0.4309	-0.9496	-1.8761	-0.3735	-3.7877	1.5621	-0.1822	-3.8117	-1.966	-4.5887	-2.5537	-3.2902	-3.344	4.5886	4.1847	3.3986	5.0542	4.9916	3.1262	-5.596	-4.4574	-5.5401	2.9917	-2.9691	-1.338	9.8524	10.298	8.0629	-4.0746	3.5568	0.9231	2.0371	1.7426	-4.7946	3.6016	2.1054	0.5884	3.2226
AEBP1	-2.6282	1.1693	-4.0213	1.0981	-3.954	-0.3217	-3.7072	-5.9505	-4.893	-6.6439	-3.9609	-3.4897	-4.0074	-6.6439	-4.5105	-4.5449	-4.9928	-3.6351	-4.4249	-4.5204	-3.278	-4.6396	-2.0204	2.3348	3.1524	-5.4497	-5.4606	-5.2074	-5.9243	5.1403	5.6187	3.0739	5.1223	1.8425	4.9667	5.2149	5.2117	4.883
FDCSP	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-0.8526	-6.6439	-6.6439	7.9884	8.3241	4.2861	-0.6765	-1.8002	-6.6439	-2.5057	-6.6439	-3.3347	-2.3595	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-3.2148	-2.3019	-6.6439	-6.6439	-6.6439	3.241	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	0.3283
C4orf19	-5.5004	-6.6439	-6.6439	-5.1185	-6.6439	-6.6439	-6.6439	-6.6439	-5.9335	4.1158	4.0932	4.1031	3.5845	-3.7274	-5.4969	-5.5212	-5.5387	-6.6439	-5.4356	-5.5038	-3.3568	-2.2907	1.6251	1.0103	0.93	-6.6439	-6.6439	-6.6439	2.5128	1.8898	2.8233	-5.5101	2.783	-1.72	0.2728	1.0411	3.0433	2.5885
LY6K	4.5515	3.3445	5.4748	3.1113	5.3848	5.6888	4.1017	5.2887	4.3158	0.8302	1.7051	0.9262	1.6843	-4.8203	-6.6439	-6.6439	-4.9514	-3.811	-4.8197	1.0123	-1.2021	0.8974	-6.6439	-4.8066	-2.785	5.5629	4.4237	5.1748	4.8434	0.0841	-2.7991	-3.2848	-3.1266	-1.5989	-2.5439	-4.2526	-3.782	-3.9959
RAB17	-2.2859	-5.5288	-6.6439	-3.2504	1.3618	-6.6439	-6.6439	2.2199	-6.6439	2.2443	3.8644	4.7126	2.2462	-3.0365	-4.9192	-4.1924	-3.5315	-4.879	-6.6439	3.5718	2.7046	1.9987	2.2071	4.1131	4.249	-6.6439	-6.6439	-6.6439	0.0563	1.3157	3.2884	0.5688	2.1109	-6.6439	2.3724	1.0696	3.4509	0.7646
CDH2	5.8725	6.8122	4.9882	6.5903	4.0544	5.8629	5.7991	3.5772	5.765	-1.4633	-2.5173	-2.9739	-2.141	5.0929	5.2156	4.5551	0.5364	4.2652	4.8938	-5.0154	-5.5821	-5.6892	-3.6941	-3.6585	-0.7883	7.143	6.5696	5.8572	4.094	-3.118	0.2478	-3.5972	-2.4759	-1.3105	0.2578	-0.6325	-1.2899	-0.0946
ZG16B	-6.6439	-6.6439	-6.6439	-6.6439	-3.9715	-6.6439	-6.6439	0.0622	-6.6439	1.909	4.691	4.7815	0.9867	-3.836	-1.3235	0.7962	-1.1253	-6.6439	-2.3947	-3.055	-6.6439	-3.1981	-4.0427	-6.6439	-6.6439	-3.7664	-0.8016	-6.6439	0.0427	2.679	4.0571	-0.7085	4.9284	-0.1865	3.121	3.2005	4.5626	2.9328
FOXF2	4.0857	2.8742	3.8571	2.9308	2.8668	2.1253	2.6978	2.3141	4.0519	-6.6439	-6.6439	-5.1924	-4.9822	0.7967	0.5907	0.0588	0.3654	0.8801	0.4101	-5.017	-3.0762	-6.6439	-3.8877	-6.6439	-1.2482	0.7592	2.0317	1.8429	1.5392	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
EPS8L3	-6.6439	-4.6392	-6.6439	-3.4439	-4.3704	-6.6439	-6.6439	-2.8344	-4.2766	6.4857	6.6907	8.0172	6.6124	-2.4635	-5.066	-4.366	-6.6439	-5.0276	-6.6439	-6.6439	-2.5255	-5.7311	-0.6788	-2.727	-2.8859	-6.6439	-6.6439	-6.6439	-6.6439	-3.1309	0.8414	-3.5049	-0.8925	-3.8369	-1.6251	-2.6649	2.7055	0.3388
CES1	1.1663	2.568	2.5815	2.4125	-0.4784	2.3959	-0.4002	-0.0199	-0.2763	3.041	6.0454	5.1218	4.8366	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-1.2563	-3.6294	-5.0416	1.83	-6.6439	0.9765	0.3676	-1.901	-4.918	-4.7865	-4.877	-6.6439	-6.6439	-6.6439	-3.6585	-6.6439	-5.6206	-4.8617	-6.6439
CCL28	-3.9167	-3.8969	-4.6928	-6.6439	-2.5261	-6.6439	-4.0299	-1.5167	-6.6439	1.8286	4.2978	4.1132	0.8308	-6.6439	-3.9112	-6.6439	-1.9949	-6.6439	-3.3018	2.2533	2.0804	2.8256	1.6181	3.5105	1.3795	-6.6439	-6.6439	-6.6439	-3.743	3.3632	3.4476	0.4835	3.0768	0.4291	2.7785	3.6639	5.0986	3.2742
C5orf46	-1.3553	-6.6439	-6.6439	-3.3559	0.861	-3.2594	-6.6439	2.552	-3.3355	-1.4727	0.1797	-3.6439	-2.1312	5.9972	6.1289	5.8558	4.4281	5.0695	5.8961	0.6498	-6.6439	-3.5464	-6.6439	-6.6439	-2.2856	-0.3476	-3.2421	-0.9324	-6.6439	-1.6338	-1.5388	0.5991	-6.6439	1.2929	3.1302	1.2778	-6.6439	-0.7844
COBL	-2.0141	-4.4702	-6.6439	-5.7218	-2.9734	-6.6439	-5.2798	-3.3204	-6.6439	4.5823	4.9944	4.8392	4.8727	-1.5272	-0.5882	-3.4092	-2.3886	-1.3782	-1.2129	5.4144	1.1086	3.4091	4.1327	2.9101	2.4453	-6.6439	-5.6608	-6.6439	-5.6481	-5.7099	0.0551	-6.6439	-5.6709	-0.0682	-3.2996	-5.81	2.9543	-0.8405
IGFBP2	-6.6439	-6.6439	-6.6439	-4.5311	-4.6032	-2.1527	-6.6439	-3.635	-6.6439	-6.6439	-6.6439	-3.7108	-3.7135	3.6829	4.1335	3.825	2.0377	3.7183	4.0233	-6.6439	-2.2558	-6.6439	2.9592	2.2953	3.5623	0.3342	2.4231	-1.3223	-0.826	-6.6439	-5.3759	-3.7678	-4.4492	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
LOC100506305	0.4473	3.387	4.0908	3.3361	2.6299	4.2592	3.0797	3.1555	2.9572	-3.4549	-6.6439	-0.6934	-3.3067	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-3.7604	-6.6439	-6.6439	-6.6439	-0.0914	2.3361	2.6825	-4.5156	-6.6439	-6.6439	-6.6439	-6.6439	-4.8032	-3.8756	-4.5464	-4.6523	-6.6439	-4.77	-4.5914	-6.6439
OLFM4	-6.6439	-5.267	-6.6439	-6.6439	-6.6439	-3.1178	-5.3619	-2.756	-5.2358	7.3575	8.1657	6.1976	-0.1494	-4.0332	-5.2773	-4.622	-6.6439	-5.242	-4.0325	-5.2851	-6.6439	-5.3787	0.8009	-1.8955	-2.0264	-5.158	-6.6439	-5.2705	-6.6439	-0.5029	1.4433	-5.2921	1.0174	-6.6439	1.4014	-3.1892	1.5944	2.4552
SLC22A17	-2.0685	-0.8582	-6.6439	-1.5346	-2.8442	-1.6058	-3.3702	-6.6439	-5.0575	-5.184	-4.9235	-6.6439	-6.6439	3.1434	3.5859	3.8878	2.6045	3.9221	3.4752	-6.6439	-6.6439	-6.6439	0.8011	-0.6043	0.1322	3.8799	2.7993	5.0754	0.417	-6.6439	-5.7681	-3.553	-6.6439	-2.6078	-6.6439	-6.6439	-6.6439	-6.6439
EHF	1.5002	-0.7848	1.758	1.9442	4.7758	-0.3557	2.2399	5.7159	2.4632	6.4809	6.0346	6.7451	5.6677	-1.4993	0.4548	-0.7556	-3.0777	0.4724	-0.7244	7.7246	7.4643	6.41	-3.8462	-4.4509	-4.1359	-5.6936	-2.4364	-5.2396	5.5572	5.4666	5.4015	2.5096	7.1418	1.3475	5.7781	6.3248	6.7117	6.6031
ZSCAN18	3.0038	2.7162	3.6117	2.7096	2.9019	2.9646	2.4714	3.3101	2.5075	-5.1621	-6.6439	-0.9495	-5.64	-6.6439	-6.6439	-6.6439	-6.6439	-5.6305	-6.6439	-5.6654	-5.6375	-6.6439	0.8743	1.5167	0.8979	-6.6439	-6.6439	-5.6537	-6.6439	-6.6439	-5.7524	-5.6711	-6.6439	-4.4899	-6.6439	-5.4272	-6.6439	-6.6439
CHI3L1	4.278	4.8651	6.8249	2.3882	-6.6439	1.7336	2.6658	-6.6439	2.2687	-6.6439	-4.6398	-5.0278	-6.6439	-6.6439	-4.833	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-3.1405	-6.6439	-3.6707	-6.6439	-6.6439	2.407	-4.7091	0.5368	-6.6439	0.9299	-3.723	-6.6439	-6.6439	-4.0464	-6.6439	-3.6831	-4.7674	-6.6439
CLDN3	1.2107	-4.4238	-3.057	-3.0363	5.6023	-2.2456	-2.5227	6.8546	-2.3259	5.8902	3.1127	5.0908	4.5096	-0.571	0.1779	-0.1735	-2.4625	0.2347	1.2338	8.7592	6.435	7.195	7.944	6.0267	5.6527	-4.286	-3.4514	-6.6439	-0.4853	-1.5081	-0.0387	-3.6236	-2.552	-0.4373	-1.6653	-1.6447	2.3271	-2.5409
TMEM200A	-1.0437	3.1695	-0.5253	2.6712	-4.7724	4.4877	0.6087	-6.6439	-0.6554	-5.7639	-6.6439	-4.9359	-3.6316	4.7705	4.3287	0.0157	3.9614	3.8408	4.0517	-6.6439	-6.6439	-6.6439	-3.0753	-5.056	-6.6439	1.2164	3.6208	1.0986	-4.5894	-6.6439	-4.8763	-5.156	-5.0414	-4.2768	-5.0897	-5.9473	-5.6602	-4.2916
GLB1L2	-5.3487	-6.6439	-6.6439	-6.6439	-5.3745	-6.6439	-6.6439	-4.1105	-6.6439	4.4609	4.2182	3.89	5.072	-6.6439	-5.8529	-6.6439	-4.2783	-5.3106	-6.6439	4.0774	3.4777	3.6343	2.3535	0.8716	0.6949	-4.5287	-5.2412	-4.2069	-2.7974	-4.1591	-5.9321	-5.3593	-5.254	-3.8607	-6.6439	-6.6439	-5.2902	-5.2467
SLCO2A1	-6.6439	-6.6439	-6.6439	-5.5563	-4.5868	-6.6439	-6.6439	-6.6439	-6.6439	-0.4553	1.6867	0.4506	-0.6751	-2.8421	-2.3548	-4.2566	-1.8156	-4.5044	-2.7245	-6.6439	-6.6439	-6.6439	3.3077	3.5663	4.8433	-1.9492	-3.2919	-2.8167	0.9616	4.5186	5.0392	0.9083	1.7935	-5.5742	2.9706	1.8115	3.2309	4.6054
DDX43	3.0628	3.7304	3.6651	3.8258	2.6702	3.8104	3.0988	2.9496	2.8424	-5.2849	-5.6253	-3.4045	-4.2141	-5.1362	-6.6439	-6.6439	-6.6439	-5.1696	-6.6439	-6.6439	-3.0059	-3.305	2.9047	4.1342	2.9807	1.8392	2.5047	3.2307	3.4169	2.6728	3.0471	2.6034	2.5369	3.4985	2.4691	2.6723	3.4673	3.4282
FSD1	-4.4034	-1.0304	-6.6439	-4.8069	-6.6439	-0.7565	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-5.0331	-6.6439	3.0759	3.3186	3.7812	2.8143	3.1623	3.4409	-6.6439	-6.6439	-6.6439	4.2264	3.3046	3.9243	-4.7005	-1.4149	-6.6439	-6.6439	-3.2987	-2.2041	0.6487	1.1079	1.5169	0.6321	-0.3473	-2.351	-0.2875
MACC1	-0.1778	-4.818	-5.0382	-4.7981	3.9462	-5.5613	-4.4264	4.9354	-4.7817	3.4206	3.3983	3.4749	3.3475	-4.5543	-4.637	-6.6439	-6.0812	-6.0364	-6.0181	4.6353	4.0427	4.774	-0.1835	-2.1034	-0.4853	-5.9894	-5.9965	-5.3099	2.6182	-6.6439	-6.3573	-4.4858	-0.5804	-5.046	-5.2695	-5.7123	-0.3454	-4.1118
LRRN1	4.8475	5.9375	5.7803	6.3111	5.2066	2.1335	3.6087	3.7422	5.2768	1.8267	3.494	0.5202	2.597	-0.1001	-1.3821	0.0214	4.0366	-3.7818	-0.3393	4.7842	2.3229	-4.2415	2.4415	2.8927	4.203	-6.6439	-5.8969	-5.4969	3.8539	2.9257	4.8842	-6.6439	5.7536	-5.4973	5.623	6.2289	6.0854	6.6416
FOXA2	-3.6394	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-1.8262	-5.0938	-4.4124	3.3475	4.258	4.2629	4.0217	-0.8319	-1.1487	-4.0277	-0.1051	0.8983	-2.3192	2.3476	2.9052	1.8041	-5.2617	-6.6439	-6.6439	2.0017	4.6403	2.5483	-6.6439	1.4737	3.3306	-4.0107	-5.0795	2.8473	2.6599	2.1505	2.8208	1.6678
LOXL2	8.4026	8.4031	7.3017	8.0565	6.5778	7.0561	7.8071	4.7896	8.0769	-2.9853	-1.5706	-1.5	-1.3861	8.1659	8.3961	8.172	6.9484	7.6347	8.1922	-1.9011	-2.0185	-3.0889	1.5744	3.4989	3.5495	9.2394	8.6476	9.7112	6.6981	6.651	7.8099	1.2597	7.6164	-0.5184	7.4517	7.0964	7.0453	7.3906
XAGE3	-6.6439	-6.6439	-6.6439	-6.6439	-2.9712	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-3.2191	0.8588	-6.6439	-6.6439	-4.3058	-6.6439	-6.6439	-6.6439	-6.6439	-3.4674	-6.6439	-3.606	7.6199	7.5963	8.2004	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-3.3218	-6.6439	-6.6439	-6.6439	-1.8932	-6.6439
AGTR1	2.0683	1.4488	2.3748	0.0115	-4.4862	1.9231	1.9526	-0.6289	2.7122	-4.0774	-2.2959	-2.4183	-3.9386	3.8009	5.0057	0.3931	3.2758	3.5279	3.7755	-6.6439	-6.6439	-6.6439	-3.7315	-4.3459	-3.802	3.0461	3.3867	1.7524	-6.6439	-6.6439	-6.6439	-6.6439	-3.1919	-0.8121	-6.6439	-6.6439	-6.6439	-6.6439
S1PR3	3.2436	-1.6931	2.8702	-0.3103	3.1457	2.9185	3.0061	-0.5808	3.7296	-5.0558	-4.7838	-2.1425	-4.9433	-5.5185	-5.5765	-4.5781	-6.6439	-4.4999	-4.8935	-4.5538	-6.6439	-6.6439	2.165	1.8271	2.4236	2.7806	4.4268	3.9422	1.7134	-4.9218	-6.0798	-6.6439	-5.4962	-6.6439	-6.6439	-6.0648	-6.6439	-4.8568
ZNF486	1.4127	1.3344	1.3217	2.0022	1.1006	1.6418	0.717	0.8977	0.6453	2.8763	1.6487	2.116	3.211	-6.6439	-4.634	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.6012	-6.6439	2.9323	2.8022	2.4222	1.3977	1.8085	1.311	-0.8689	-6.6439	-6.6439	1.2308	-6.6439	1.6625	-6.6439	-6.6439	-6.6439	-6.6439
EPDR1	-2.3602	2.8214	-3.3861	3.5509	-4.5533	3.7136	0.1921	-5.1358	-6.6439	-3.5187	4.6793	2.814	4.4673	3.6252	3.2972	0.0345	2.0923	2.9869	2.7088	1.969	4.1136	1.4583	-6.6439	-1.8988	0.2285	5.8889	5.1999	6.2093	-2.9889	0.2151	-5.3372	-3.4273	-5.1218	2.1017	-6.6439	-2.2669	-5.1599	-6.6439
PALM	-6.6439	-4.0914	-5.25	-4.0685	-6.6439	-3.3358	-6.6439	-6.6439	-6.6439	-2.4253	-1.4498	-0.93	-0.0392	3.1605	3.2433	4.0137	2.8584	3.7285	3.283	-4.5809	-6.6439	-6.6439	2.702	0.0859	0.5673	2.5358	2.3805	1.8401	1.2781	-6.6439	-5.0113	-6.6439	-6.6439	-6.6439	-6.6439	-5.8591	-6.6439	-6.6439
SDC2	-3.9965	-6.6439	-6.6439	-6.6439	-4.8145	0.984	-6.6439	-5.3539	-6.6439	-6.6439	-6.6439	-5.5813	-5.4064	3.7335	3.3724	3.8279	3.4197	3.1034	3.1641	-6.6439	-3.446	-4.8992	-2.8738	-1.2207	-0.0502	2.9226	3.6823	1.7966	-4.6333	2.4929	1.8041	2.6752	-6.6439	0.1225	2.2275	1.0842	0.1486	1.1751
KLK7	0.5356	-4.2197	-6.6439	-6.6439	5.5092	-6.6439	-3.2126	8.0883	-6.6439	-2.5726	-6.6439	-0.3694	-3.3414	-6.6439	-6.6439	-4.2695	-6.6439	-4.9453	-6.6439	5.428	-1.0344	-0.9211	3.1967	1.2655	1.4379	-6.6439	-4.866	-6.6439	0.8099	-4.9369	-6.6439	-5.0013	-6.6439	-6.6439	-6.6439	-5.6635	-3.2941	-6.6439
EDIL3	5.1306	4.7169	6.3548	5.5261	4.267	3.8417	5.0924	3.0736	6.047	-5.3696	-4.4051	-2.6163	-3.2451	-3.418	-6.6439	-4.6423	-4.6666	-3.4642	-6.6439	-5.3014	-5.2672	-6.6439	-1.775	-3.1636	-1.8081	-3.6313	-4.0043	-3.0675	-6.6439	-2.1236	-1.2654	-6.6439	-1.5344	0.4433	-0.2313	-1.5341	-2.8158	-1.9362
ALDH1A1	-0.6237	1.2812	-3.4902	4.5396	2.3076	-3.3745	-1.4626	0.9437	0.097	8.3482	8.5477	7.7634	8.5892	3.5414	1.4402	-2.6361	2.948	0.2435	0.6638	-1.7409	-0.0557	-0.2966	-4.4603	-6.6439	-4.9515	-4.9573	-6.6439	-3.2109	-4.9531	0.2053	-2.6952	-4.3733	-1.1103	-3.2116	-3.4408	-3.8083	-0.8661	-1.8831
S1PR1	3.9045	3.2735	4.0076	3.5801	3.1962	3.433	2.6801	3.134	3.5858	-6.6439	-6.6439	-3.3648	-5.2925	1.5732	3.4316	1.1612	1.9734	3.6734	3.5564	-6.6439	-4.1403	-0.8346	-3.2337	-5.2372	-6.6439	-1.6428	-2.3434	-1.5357	-2.1997	-5.2735	-5.9128	2.2408	-6.6439	0.586	-6.6439	-5.0382	-6.6439	-0.6355
C1orf110	1.5756	3.6973	2.6333	2.6972	5.1141	2.2754	2.967	4.3043	3.9614	-4.7491	-1.5204	-1.4562	-2.6219	-0.9818	-3.3354	-6.6439	-2.2722	-6.6439	-4.5721	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-3.68	-0.2863	0.4212	0.8049	-0.5109	1.6205	3.5165	2.7053	-0.3209	1.9371
B3GNT3	0.5296	-1.2469	-6.6439	0.7243	4.4103	-2.8189	1.2672	5.2266	-6.6439	5.437	5.5178	5.0175	5.1967	-4.4253	-4.5102	-4.0765	-5.2621	-1.6114	-3.9469	6.3383	5.9719	5.7689	-1.6504	0.1162	0.6462	-3.2293	-2.4611	-3.3906	3.6845	3.0318	4.4663	-1.7701	3.8675	-2.2194	2.8236	3.5203	5.5011	3.3337
BNC1	4.4219	4.8005	4.5531	4.6981	3.2093	4.485	4.3144	3.4012	4.6362	-6.6439	-6.6439	-5.2404	-4.2922	-6.6439	-4.4749	-4.6782	-4.3843	-3.2715	-3.2984	-1.1982	-2.2819	-2.9443	1.1423	0.4187	0.059	-6.6439	-6.6439	-6.6439	-1.0104	-4.5924	-3.6472	-5.6566	-1.9778	-5.6394	-5.6053	-4.7553	-1.3277	-3.924
SPNS2	-0.9835	-4.9913	-4.9879	-5.5786	1.6348	-5.5216	-5.6723	3.1888	-4.9568	3.2869	6.0244	5.6303	5.6854	-2.0001	0.2781	-1.2662	-2.5087	-0.4718	0.9705	7.4551	4.7781	5.0746	2.0292	-1.1706	1.5041	-3.5991	-6.6439	-6.6439	-4.8667	-4.1984	-4.4834	-3.5041	-1.6636	3.2959	-3.6976	-1.3418	-3.4901	-2.8949
LOC201651	-2.4117	-3.6024	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-2.9746	-5.1216	3.4882	2.7171	3.8125	2.3593	-4.3642	-6.6439	-6.6439	-2.959	-6.6439	-6.6439	1.7853	-1.0323	-6.6439	-6.6439	-6.6439	-6.6439	-1.8621	0.5642	-3.3212	-6.6439	2.7574	1.3576	-0.9939	3.7523	1.3697	2.5359	1.9879	2.5448	2.9199
BNIP3	7.0836	7.1506	6.8873	6.2345	6.6201	7.2907	7.5652	6.607	8.3883	0.3816	-0.7687	-0.2329	-0.4144	7.6566	6.9792	6.953	6.2473	5.987	7.763	-1.2795	-2.2432	0.2612	6.639	4.666	4.7721	6.203	5.8707	6.0529	7.3383	-2.4473	-1.8085	-2.6649	-1.1737	-1.3102	-2.2109	-1.6072	-1.344	-0.517
AKR1C1	10.1106	9.2684	10.4947	8.4136	9.4398	9.8331	9.713	7.931	9.7941	4.4255	5.6284	5.1928	4.9778	5.467	4.0848	6.0676	7.8156	7.2643	4.2157	0.722	-1.6442	-3.3345	-2.3765	-3.9483	-1.7488	4.3946	6.321	3.4904	2.4298	3.7351	3.779	-3.2033	3.4719	2.3433	4.1173	4.6914	2.202	2.1009
ZNF667-AS1	1.8941	2.0508	2.8032	2.3438	2.5088	2.7872	2.4151	2.6965	2.2966	-6.6439	-3.2776	-1.6987	-3.986	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	0.1894	2.28	0.8872	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.9396	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
HOOK1	-0.9902	-3.4804	-2.1998	-1.6153	3.5958	-3.8126	0.7543	3.1181	-3.5705	3.8762	3.8759	4.3801	3.9742	-1.517	-2.4494	-3.0981	-4.9491	-0.5712	-2.1697	2.7249	3.6415	3.5949	2.4101	2.9973	2.9238	-6.6439	-1.8135	-4.8876	2.2357	-6.6439	-6.6439	-6.6439	-6.6439	-5.802	-6.6439	-6.6439	-6.6439	-5.7331
KRTAP1-5	3.4836	3.5194	6.1248	4.0616	-1.1075	3.6884	4.986	-1.3384	5.6757	-6.6439	-6.6439	-6.6439	-6.6439	-0.2988	-0.4065	0.8746	0.6507	1.145	-0.8373	-2.292	-6.6439	-4.4791	-3.6195	-6.6439	-4.1855	3.987	1.502	-0.5538	-6.6439	-6.6439	-3.3874	-2.6072	-6.6439	-2.5748	-4.2838	-3.108	-4.2728	-2.8212
IL13RA2	-2.0358	-6.6439	1.6372	-2.1999	-6.6439	1.5262	-4.6281	-6.6439	-4.4689	-3.8067	1.1146	-2.1136	-3.1406	1.9024	1.0407	0.355	6.2676	5.2963	1.1263	-6.6439	-3.6589	-6.6439	-6.6439	-6.6439	-6.6439	-4.3723	-3.0195	-1.9234	-6.6439	0.5399	-1.7934	4.6651	2.1142	6.8197	-0.2786	3.0228	-2.1554	2.412
CGB8	5.6813	6.7134	4.8457	6.3786	4.7334	4.5202	5.8993	4.108	5.0416	-3.2497	-3.7886	-6.6439	-2.556	4.7009	3.5578	5.1402	5.2876	4.0997	5.2593	-4.0235	-3.9763	-2.3603	1.6688	-6.6439	-6.6439	1.0388	-2.0358	0.3406	6.4811	2.3677	1.2377	3.2024	-1.0858	0.0791	3.7803	3.504	1.3844	2.7488
KIAA0040	-2.5407	-6.6439	-6.6439	-5.0722	0.7658	-5.5996	-6.6439	1.4086	-5.6425	4.5322	4.1617	4.7343	3.7401	4.5009	4.7155	3.4976	1.8224	3.3645	2.5939	3.7106	2.6818	3.1421	4.1813	2.9936	4.3095	-6.6439	-6.6439	-2.5243	1.9263	-0.1794	1.0836	-4.3924	1.3056	-3.1084	0.4352	0.4431	3.8666	2.042
COL4A2	5.8005	5.808	5.3725	5.5882	4.0109	4.8602	5.0088	4.6758	4.7307	4.3172	4.4942	4.8358	5.5199	-4.1175	-3.4591	-3.7525	-4.0876	-2.3679	-2.9535	-4.1228	-5.3125	-5.0771	6.8554	4.6467	6.0378	-1.7594	-2.7296	-3.0445	-3.2834	0.0944	0.5114	-1.1023	0.2001	-3.7049	-0.7559	-1.0963	0.3333	-0.8015
TSTD1	2.4154	3.4233	0.9444	2.8311	3.6771	-0.1141	2.3177	4.3739	1.8048	4.3758	4.0239	5.8078	3.8976	-2.6628	-3.6699	-6.6439	-6.6439	-6.6439	-6.6439	4.4368	3.4073	2.5441	4.7272	2.8338	2.9413	-0.6534	-6.6439	-6.6439	4.8925	1.6002	2.4764	0.2094	3.4649	-6.6439	1.6913	2.0377	3.2923	2.0269
TBX2	4.4861	3.2891	3.1179	2.5366	1.1128	3.9294	2.6434	0.8465	3.808	-6.6439	-5.2452	-6.6439	-2.8783	-0.3685	-0.0834	-0.1172	-0.6366	0.5707	-0.1998	-6.6439	-5.3779	-6.6439	2.3239	1.4406	2.5758	3.6365	3.7902	3.7997	0.3416	-6.6439	-5.97	-5.417	-6.6439	-3.9452	-6.6439	-4.6178	-5.3499	-3.196
TIMP3	-3.701	1.7766	-5.7542	-0.8034	-1.4787	4.7103	-1.3273	4.7312	0.3074	3.5608	-2.6327	2.8636	-3.0335	4.7591	3.3081	5.6957	7.2744	3.8219	3.0025	-6.6439	-5.1943	-4.4008	5.2286	3.6122	5.8873	5.8271	6.789	6.023	-1.6977	5.1591	-4.539	2.7262	1.6789	1.7483	6.3085	5.5979	3.596	4.5597
